group,label,f128_ns_per_iter,mpfr_ns_per_iter,mpfr_to_f128_ratio
f128 <-> f128,add,10.886312500000001,162.9094125,14.964609228331447
f128 <-> f128,subtract,10.358974999999999,161.63877500000001,15.603742165610017
f128 <-> f128,multiply,12.008687500000001,186.51012499999999,15.531266426909683
f128 <-> f128,divide,13.819270833333333,247.10151041666666,17.880936946444052
f128 <-> f64,add,10.368987499999999,197.08056250000001,19.006731611934146
f128 <-> f64,subtract,10.214387500000001,194.17428749999999,19.009880670769537
f128 <-> f64,multiply,11.98325,222.92781249999999,18.603284793357393
f128 <-> f64,divide,12.485312499999999,280.68666666666667,22.481348918312353
f128 <-> f32,add,10.37505,193.94063750000001,18.69298340730888
f128 <-> f32,subtract,10.1477,196.29445000000001,19.343737989889334
f128 <-> f32,multiply,12.03803125,224.25384374999999,18.628780661289611
f128 <-> f32,divide,12.174531249999999,275.51510416666667,22.630448639791918
f128 <-> i64,add,11.2918375,199.7622125,17.690850802626233
f128 <-> i64,subtract,10.588975,197.73803749999999,18.673954514011037
f128 <-> i64,multiply,11.061875000000001,216.42043749999999,19.564534719475674
f128 <-> i64,divide,13.462760416666667,273.04359375000001,20.281397373155116
f128 <-> i32,add,10.480024999999999,186.5935125,17.804682002189882
f128 <-> i32,subtract,10.4037875,193.99950000000001,18.647007159652194
f128 <-> i32,multiply,12.1893125,166.63753124999999,13.670789985079143
f128 <-> i32,divide,12.156145833333333,229.15437499999999,18.850907034336196
Mixed Workloads,affine trig transform,260.01562499999994,4392.4640625000002,16.893077339102224
Mixed Workloads,mandelbrot kernel,18.9092115649803,508.38541479889346,26.885595576095778
Mixed Workloads,((x*x - y*y) + a) / (c + scalar),35.343525,431.74602499999997,12.215703583612557
Mixed Workloads,((x*a + y*b) + c) / (c + scalar),39.126562499999999,1077.2235416666667,27.531770562943443
Mixed Workloads,((x*sa + y*sb) + a) / (c + scalar),33.098437500000003,1099.681875,33.224585752726242
