group,label,precision,operation,domain,domain_role,samples,primary_competitor,primary_competitor_supported,fltx_worst_bits,fltx_mean_bits,fltx_domain_score,fltx_inf_nan_correct,competitor_worst_bits,competitor_mean_bits,competitor_domain_score,competitor_inf_nan_correct,precision_gap_bits,domain_gap_pp,fltx_ns_iter,competitor_ns_iter,speed_ratio,preferred_reference,preferred_mean_gap_bits,preferred_worst_gap_bits,preferred_domain_gap_pp,preferred_speed_ratio,qdpp (qd_real)_supported,qdpp (qd_real)_worst_bits,qdpp (qd_real)_mean_bits,qdpp (qd_real)_domain_score,qdpp (qd_real)_inf_nan_correct,qdpp (qd_real)_gap_bits,qdpp (qd_real)_domain_gap_pp,qdpp (qd_real)_ns_iter,qdpp (qd_real)_speed_ratio
IO,"to_string(small-exp, 63, scientific)",f256,"to_string(small-exp, 63, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,210.65,217.966,99.7248,-,210.641,215.25,99.7168,-,0.00984168,0.00801556,675.2,876.7,1.29843,qdpp (qd_real),2.15112,0,0.0109171,6.43868,yes,210.65,215.815,99.7139,-,0,0.0109171,4347.4,6.43868
IO,"to_string(tiny, 15, default)",f256,"to_string(tiny, 15, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,47.6697,51.2598,23.4061,-,47.6697,51.2598,23.4061,-,0,0,275.825,687.95,2.49415,boost::multiprecision::mpfr_float_backend<64>,0,0,0,2.49415,no,-,-,-,-,-,-,-,-
IO,"to_string(tiny, 15, fixed)",f256,"to_string(tiny, 15, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,-0,0,0,-,-0,0,0,-,0,0,462.4,962.95,2.0825,boost::multiprecision::mpfr_float_backend<64>,0,0,0,2.0825,yes,-0,0,0,-,0,0,6738.68,14.5733
IO,"to_string(tiny, 15, hexfloat)",f256,"to_string(tiny, 15, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,213.026,221.67,100,-,-,-,-,-,-,-,182.825,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(tiny, 15, scientific)",f256,"to_string(tiny, 15, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,50.9427,54.5785,24.9641,-,50.9427,54.5785,24.9641,-,0,0,270.85,682.95,2.52151,boost::multiprecision::mpfr_float_backend<64>,0,0,0,2.52151,yes,50.9427,54.5785,24.9641,-,0,0,1656.65,6.11649
IO,"to_string(tiny, 31, default)",f256,"to_string(tiny, 31, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,100.808,120.56,52.0222,-,100.808,119.991,52.0222,-,0,0,322.5,768.525,2.38302,boost::multiprecision::mpfr_float_backend<64>,0.569066,0,0,2.38302,no,-,-,-,-,-,-,-,-
IO,"to_string(tiny, 31, fixed)",f256,"to_string(tiny, 31, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,24.6073,37.9303,14.8818,-,24.6073,37.9303,14.8818,-,0,0,1011.27,1153.55,1.14069,boost::multiprecision::mpfr_float_backend<64>,0,0,0,1.14069,yes,24.6073,37.9303,14.8818,-,0,0,14026.9,13.8705
IO,"to_string(tiny, 31, hexfloat)",f256,"to_string(tiny, 31, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,213.026,221.67,100,-,-,-,-,-,-,-,191.9,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(tiny, 31, scientific)",f256,"to_string(tiny, 31, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,104.204,124.481,53.6975,-,104.204,123.866,53.6975,-,0,0,307.9,784.5,2.54791,qdpp (qd_real),0.157924,0,0,8.19292,yes,104.204,124.323,53.6975,-,0,0,2522.6,8.19292
IO,"to_string(tiny, 63, default)",f256,"to_string(tiny, 63, default)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,207.228,216.866,98.8501,-,207.227,214.244,98.8499,-,0.00151197,0.000266567,423.25,843.8,1.99362,boost::multiprecision::mpfr_float_backend<64>,2.62125,0.00151197,0.000266567,1.99362,no,-,-,-,-,-,-,-,-
IO,"to_string(tiny, 63, fixed)",f256,"to_string(tiny, 63, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,131.655,169.714,70.5424,-,131.655,168.328,70.5424,-,0,0,1399.35,1303.65,0.931611,qdpp (qd_real),0.444915,0,0,9.99223,yes,131.655,169.269,70.5424,-,0,0,13982.6,9.99223
IO,"to_string(tiny, 63, hexfloat)",f256,"to_string(tiny, 63, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,213.026,221.67,100,-,-,-,-,-,-,-,194.1,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"to_string(tiny, 63, scientific)",f256,"to_string(tiny, 63, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,210.34,218.075,99.7357,-,210.382,215.374,99.7353,-,-0.0421144,0.000413811,423.625,851.45,2.00991,qdpp (qd_real),0.976013,-0.0523832,0.0170964,10.061,yes,210.393,217.099,99.7186,-,-0.0523832,0.0170964,4262.1,10.061
IO,to_string (average),f256,to_string (average),io,primary,72000,boost::multiprecision::mpfr_float_backend<64>,yes,-0,152.302,60.0527,-,-0,151.145,59.9781,-,0,0.0745963,585.927,993.491,1.69559,boost::multiprecision::mpfr_float_backend<64>,1.15652,0,0.0745963,1.69559,yes,-0,140.892,58.2181,-,0,1.8346,7103.54,12.1236
IO,"parse(big-dec, fixed)",f256,"parse(big-dec, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.076,220.084,100,-,214.041,215.954,100,-,1.03545,0,791.05,852.1,1.07718,qdpp (qd_real),2.29839,1.77147,0,3.98616,yes,213.305,217.785,100,-,1.77147,0,3153.25,3.98616
IO,"parse(big-dec, hexfloat)",f256,"parse(big-dec, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,212.102,303.346,100,-,-,-,-,-,-,-,784.775,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(big-dec, scientific)",f256,"parse(big-dec, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.199,219.922,100,-,214.053,215.934,100,-,1.14653,0,750.8,894.45,1.19133,qdpp (qd_real),2.21736,1.92594,0,4.18767,yes,213.273,217.705,100,-,1.92594,0,3144.1,4.18767
IO,"parse(high-prec, fixed)",f256,"parse(high-prec, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.053,220.014,100,-,214.091,215.972,100,-,0.96234,0,827.35,1041.58,1.25893,boost::multiprecision::mpfr_float_backend<64>,4.04155,0.96234,0,1.25893,yes,213.133,215.92,100,-,1.9204,0,4210.15,5.08872
IO,"parse(high-prec, hexfloat)",f256,"parse(high-prec, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,212.019,300.16,100,-,-,-,-,-,-,-,802.025,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(high-prec, scientific)",f256,"parse(high-prec, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.049,219.933,100,-,214.037,216.02,100,-,1.01163,0,769.75,937.975,1.21854,qdpp (qd_real),2.30226,1.74245,0,4.01413,yes,213.306,217.631,100,-,1.74245,0,3089.88,4.01413
IO,"parse(huge, fixed)",f256,"parse(huge, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,121.325,620.325,5.11292,boost::multiprecision::mpfr_float_backend<64>,0,0,0,5.11292,yes,exact,320,100,-,0,0,1178.67,9.71502
IO,"parse(huge, hexfloat)",f256,"parse(huge, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,212.028,300.472,100,-,-,-,-,-,-,-,995.05,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(huge, scientific)",f256,"parse(huge, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.088,222.03,100,-,214.055,218.066,100,-,1.03296,0,872.175,1407.83,1.61415,qdpp (qd_real),2.2688,1.64451,0,3.70834,yes,213.444,219.762,100,-,1.64451,0,3234.32,3.70834
IO,"parse(large-exp, fixed)",f256,"parse(large-exp, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.118,219.856,100,-,214.008,215.993,100,-,1.11021,0,563.25,1389.03,2.46609,boost::multiprecision::mpfr_float_backend<64>,3.86257,1.11021,0,2.46609,yes,211.74,214.466,99.9754,-,3.37832,0.0246099,7387.88,13.1165
IO,"parse(large-exp, hexfloat)",f256,"parse(large-exp, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,212.074,302.606,100,-,-,-,-,-,-,-,783.425,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(large-exp, scientific)",f256,"parse(large-exp, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.03,219.963,100,-,214.092,215.962,100,-,0.938065,0,346.05,891.3,2.57564,qdpp (qd_real),2.11772,1.90028,0,8.32661,yes,213.13,217.846,100,-,1.90028,0,2881.43,8.32661
IO,"parse(low-prec, fixed)",f256,"parse(low-prec, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,52.325,410.2,7.83946,boost::multiprecision::mpfr_float_backend<64>,0,0,0,7.83946,yes,216,230.494,100,-,exact,0,470.65,8.99474
IO,"parse(low-prec, hexfloat)",f256,"parse(low-prec, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,112.65,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(low-prec, scientific)",f256,"parse(low-prec, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.21,248.928,100,-,214.06,246.381,100,-,1.14952,0,86.425,461.2,5.33642,boost::multiprecision::mpfr_float_backend<64>,2.54747,1.14952,0,5.33642,yes,214.817,245.858,100,-,0.392488,0,509.85,5.89933
IO,"parse(rand_prec, default, brute-huge)",f256,"parse(rand_prec, default, brute-huge)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,83.6373,222.413,100,-,214.017,219.072,100,-,-130.38,0,854.5,1196.22,1.39991,boost::multiprecision::mpfr_float_backend<64>,3.34058,-130.38,0,1.39991,yes,0,216.663,60.6957,-,83.6373,39.3043,2084.93,2.43994
IO,"parse(rand_prec, default, brute-med)",f256,"parse(rand_prec, default, brute-med)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.265,224.026,100,-,214.024,220.195,100,-,1.24079,0,705.275,719.275,1.01985,qdpp (qd_real),1.52605,0.157354,0,2.93173,yes,215.108,222.5,100,-,0.157354,0,2067.68,2.93173
IO,"parse(rand_prec, default, brute-tiny)",f256,"parse(rand_prec, default, brute-tiny)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.081,223.487,100,-,214.031,219.83,100,-,1.05064,0,551.325,1174.72,2.13073,qdpp (qd_real),1.9616,0.425875,0,3.89938,yes,214.656,221.525,100,-,0.425875,0,2149.82,3.89938
IO,"parse(rand_prec, fixed, brute-huge)",f256,"parse(rand_prec, fixed, brute-huge)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,120.814,222.148,100,-,214.063,218.521,100,-,-93.2491,0,812.325,1532.28,1.88628,boost::multiprecision::mpfr_float_backend<64>,3.62735,-93.2491,0,1.88628,yes,-0,114.12,25.9648,-,120.814,74.0352,5913.5,7.27972
IO,"parse(rand_prec, fixed, brute-med)",f256,"parse(rand_prec, fixed, brute-med)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.16,219.872,100,-,214.097,216.001,100,-,1.0628,0,617.725,753.3,1.21947,qdpp (qd_real),1.5656,0.110134,0,3.78567,yes,215.05,218.307,100,-,0.110134,0,2338.5,3.78567
IO,"parse(rand_prec, fixed, brute-tiny)",f256,"parse(rand_prec, fixed, brute-tiny)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.118,219.829,100,-,214.013,215.994,100,-,1.10582,0,652.025,774.875,1.18841,qdpp (qd_real),1.69377,0.382946,0,3.43863,yes,214.736,218.135,100,-,0.382946,0,2242.07,3.43863
IO,"parse(rand_prec, hexfloat, brute-huge)",f256,"parse(rand_prec, hexfloat, brute-huge)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,443.225,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(rand_prec, hexfloat, brute-med)",f256,"parse(rand_prec, hexfloat, brute-med)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,324.3,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(rand_prec, hexfloat, brute-tiny)",f256,"parse(rand_prec, hexfloat, brute-tiny)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,329.975,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(rand_prec, scientific, brute-huge)",f256,"parse(rand_prec, scientific, brute-huge)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,146.674,221.696,100,-,214.027,217.858,100,-,-67.3527,0,1041.08,840.675,0.807507,boost::multiprecision::mpfr_float_backend<64>,3.83831,-67.3527,0,0.807507,yes,0,216.42,63.9228,-,146.674,36.0772,2287.03,2.19679
IO,"parse(rand_prec, scientific, brute-med)",f256,"parse(rand_prec, scientific, brute-med)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.073,220.063,100,-,214.076,216.157,100,-,0.996161,0,620.025,770.025,1.24193,qdpp (qd_real),1.6505,1.03851,0,3.63247,yes,214.034,218.413,100,-,1.03851,0,2252.22,3.63247
IO,"parse(rand_prec, scientific, brute-tiny)",f256,"parse(rand_prec, scientific, brute-tiny)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.108,219.838,100,-,214.03,215.993,100,-,1.07815,0,684.975,826.75,1.20698,qdpp (qd_real),1.71385,0.315005,0,3.22391,yes,214.793,218.124,100,-,0.315005,0,2208.3,3.22391
IO,"parse(small-exp, fixed)",f256,"parse(small-exp, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.111,219.972,100,-,214.075,215.918,100,-,1.03632,0,1005.42,1671.08,1.66206,boost::multiprecision::mpfr_float_backend<64>,4.05405,1.03632,0,1.66206,yes,-0,0,0,-,215.111,100,4142.35,4.12
IO,"parse(small-exp, hexfloat)",f256,"parse(small-exp, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,212.104,300.803,100,-,-,-,-,-,-,-,804.3,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(small-exp, scientific)",f256,"parse(small-exp, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.149,220.124,100,-,214.1,215.977,100,-,1.0481,0,1119.67,941.6,0.840958,qdpp (qd_real),3.51109,1.65114,0,2.98609,yes,213.497,216.613,100,-,1.65114,0,3343.45,2.98609
IO,"parse(tiny, fixed)",f256,"parse(tiny, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.093,219.945,100,-,214.027,215.838,100,-,1.06668,0,600.525,860.175,1.43237,qdpp (qd_real),1.46464,0.174875,0,5.14063,yes,214.918,218.48,100,-,0.174875,0,3087.07,5.14063
IO,"parse(tiny, hexfloat)",f256,"parse(tiny, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,212.039,302.713,100,-,-,-,-,-,-,-,816.45,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(tiny, scientific)",f256,"parse(tiny, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.114,219.947,100,-,214.08,215.99,100,-,1.03357,0,736.775,1386.97,1.88249,qdpp (qd_real),2.15224,1.85905,0,4.26565,yes,213.255,217.795,100,-,1.85905,0,3142.82,4.26565
IO,parse (average),f256,parse (average),io,primary,23000,boost::multiprecision::mpfr_float_backend<64>,yes,83.6373,230.613,100,-,214.008,227.114,100,-,-130.371,0,660.093,971.91,1.47238,boost::multiprecision::mpfr_float_backend<64>,3.49846,-130.371,0,1.47238,yes,-0,210.198,89.1547,-,83.6373,10.8453,2892.17,4.38146
Rounding,floor,f256,floor,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,exact,320,99.9302,Yes,0,0.0697528,8.52782,47.9811,5.62642,qdpp (qd_real),0,0,0,0.990838,yes,exact,320,100,No,0,0,8.44969,0.990838
Rounding,ceil,f256,ceil,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,exact,320,99.9542,Yes,0,0.045848,8.44439,39.7983,4.71298,qdpp (qd_real),0,0,0,1.00787,yes,exact,320,100,No,0,0,8.51083,1.00787
Rounding,trunc,f256,trunc,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,exact,320,99.7649,Yes,0,0.235064,8.557,40.1852,4.69617,qdpp (qd_real),0,0,0,1.02219,yes,exact,320,100,No,0,0,8.74691,1.02219
Rounding,round,f256,round,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,79.936,Yes,exact,320,100,Yes,0,-20.064,13.4027,107.278,8.00421,boost::multiprecision::mpfr_float_backend<64>,0,0,-20.064,8.00421,yes,12.2088,289.847,79.7484,No,exact,0.18761,8.64058,0.644691
Rounding,nearbyint,f256,nearbyint,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,79.8622,Yes,exact,320,99.9202,Yes,0,-20.058,13.3492,87.6345,6.56478,boost::multiprecision::mpfr_float_backend<64>,0,0,-20.058,6.56478,yes,12.2088,289.847,79.7505,No,exact,0.111695,9.03439,0.676773
Rounding,rint,f256,rint,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,79.8622,Yes,exact,320,100,Yes,0,-20.1378,12.4126,80.1844,6.45991,boost::multiprecision::mpfr_float_backend<64>,0,0,-20.1378,6.45991,yes,12.2088,289.847,79.7618,No,exact,0.100382,8.58561,0.691684
Rounding,lround,f256,lround,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,5.19754,155.412,29.9011,boost::multiprecision::mpfr_float_backend<64>,0,0,0,29.9011,no,-,-,-,-,-,-,-,-
Rounding,llround,f256,llround,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,8.31651,253.403,30.4698,boost::multiprecision::mpfr_float_backend<64>,0,0,0,30.4698,no,-,-,-,-,-,-,-,-
Rounding,lrint,f256,lrint,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,79.8535,-,0,20.1465,5.26726,120.605,22.897,boost::multiprecision::mpfr_float_backend<64>,0,0,20.1465,22.897,no,-,-,-,-,-,-,-,-
Rounding,llrint,f256,llrint,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,79.8535,-,0,20.1465,7.556,229.769,30.4088,boost::multiprecision::mpfr_float_backend<64>,0,0,20.1465,30.4088,no,-,-,-,-,-,-,-,-
Remainders,fmod,f256,fmod,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,216.988,312.135,96.0731,Yes,175.516,228.115,39.6491,Yes,41.4725,56.424,86.6845,269.784,3.11225,qdpp (qd_real),39.3368,37.0759,63.0995,4.43925,yes,179.912,272.798,32.9736,No,37.0759,63.0995,384.814,4.43925
Remainders,remainder,f256,remainder,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,216.142,312.124,99.8272,Yes,175.516,227.974,40.3336,Yes,40.6262,59.4936,102.421,232.323,2.26832,qdpp (qd_real),38.9366,37.5796,65.8789,3.7036,yes,178.562,273.188,33.9483,No,37.5796,65.8789,379.326,3.7036
Remainders,remquo,f256,remquo,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,216.142,312.124,99.8448,Yes,175.516,227.974,39.9528,Yes,40.6262,59.892,137.946,402.996,2.9214,boost::multiprecision::mpfr_float_backend<64>,84.1507,40.6262,59.892,2.9214,no,-,-,-,-,-,-,-,-
Floating-point utilities,abs,f256,fabs,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.055,255.901,100,Yes,exact,0,8.43816,39.9147,4.73026,qdpp (qd_real),0,0,0,1.0017,yes,exact,320,100,No,0,0,8.45248,1.0017
Floating-point utilities,fma,f256,fma,primary,primary,207,boost::multiprecision::mpfr_float_backend<64>,yes,215.271,228.932,100,Yes,201.292,221.076,100,Yes,13.9785,0,33.318,96.9231,2.90903,boost::multiprecision::mpfr_float_backend<64>,7.85605,13.9785,0,2.90903,no,-,-,-,-,-,-,-,-
Floating-point utilities,fmin,f256,fmin,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.08,246.27,100,Yes,exact,0,8.78357,56.8704,6.47463,boost::multiprecision::mpfr_float_backend<64>,exact,105.92,0,6.47463,no,-,-,-,-,-,-,-,-
Floating-point utilities,fmax,f256,fmax,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.204,246.424,100,Yes,exact,0,8.4825,48.5379,5.72213,boost::multiprecision::mpfr_float_backend<64>,exact,105.796,0,5.72213,no,-,-,-,-,-,-,-,-
Floating-point utilities,fdim,f256,fdim,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.533,291.086,100,Yes,153.759,274.1,100,No,61.7736,0,8.85981,46.9165,5.29543,boost::multiprecision::mpfr_float_backend<64>,16.9855,61.7736,0,5.29543,no,-,-,-,-,-,-,-,-
Floating-point utilities,copysign,f256,copysign,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.094,250.987,100,Yes,exact,0,8.45637,75.0472,8.87462,boost::multiprecision::mpfr_float_backend<64>,exact,105.906,0,8.87462,no,-,-,-,-,-,-,-,-
Floating-point utilities,ldexp,f256,ldexp,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.289,349.018,100,Yes,exact,0,8.45516,43.8801,5.18974,qdpp (qd_real),0,0,0,1.04291,yes,exact,320,100,Yes,0,0,8.81796,1.04291
Floating-point utilities,scalbn,f256,scalbn,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.289,349.018,100,Yes,exact,0,8.43767,44.4535,5.26846,qdpp (qd_real),0,0,0,1.07263,yes,exact,320,100,Yes,0,0,9.05048,1.07263
Floating-point utilities,scalbln,f256,scalbln,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.289,349.018,100,Yes,exact,0,8.42364,43.4479,5.15786,qdpp (qd_real),0,0,0,1.03723,yes,exact,320,100,Yes,0,0,8.73726,1.03723
Floating-point utilities,frexp,f256,frexp,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.055,255.901,100,Yes,exact,0,11.0905,46.5941,4.20128,boost::multiprecision::mpfr_float_backend<64>,exact,105.945,0,4.20128,no,-,-,-,-,-,-,-,-
Floating-point utilities,modf,f256,modf,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,185.591,212.524,50.9722,Yes,exact,49.0278,28.4142,114.068,4.01445,boost::multiprecision::mpfr_float_backend<64>,exact,134.409,49.0278,4.01445,no,-,-,-,-,-,-,-,-
Floating-point utilities,ilogb,f256,ilogb,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,50.2982,Yes,exact,320,100,Yes,0,-49.7018,2.10427,31.5747,15.0051,boost::multiprecision::mpfr_float_backend<64>,0,0,-49.7018,15.0051,no,-,-,-,-,-,-,-,-
Floating-point utilities,logb,f256,logb,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,50.0672,Yes,exact,320,79.9467,Yes,0,-29.8795,8.41806,86.8982,10.3228,boost::multiprecision::mpfr_float_backend<64>,0,0,-29.8795,10.3228,no,-,-,-,-,-,-,-,-
Floating-point utilities,nextafter,f256,nextafter,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,214.154,265.894,100,Yes,212.462,235.373,100,No,1.69248,0,8.44294,582.213,68.9586,boost::multiprecision::mpfr_float_backend<64>,30.521,1.69248,0,68.9586,no,-,-,-,-,-,-,-,-
Floating-point utilities,nexttoward(type),f256,nexttoward,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,214.154,265.894,100,Yes,212.462,235.373,100,No,1.69248,0,8.53386,547.379,64.1421,boost::multiprecision::mpfr_float_backend<64>,30.521,1.69248,0,64.1421,no,-,-,-,-,-,-,-,-
Roots & powers,sqrt,f256,sqrt,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.052,228.078,100,Yes,213.903,225.978,100,Yes,0.149008,0,106.204,131.974,1.24264,boost::multiprecision::mpfr_float_backend<64>,2.09942,0.149008,0,1.24264,yes,213.883,227.662,77.1525,No,0.169424,22.8475,448.493,4.22294
Roots & powers,cbrt,f256,cbrt,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,215.425,226.429,100,Yes,213.978,223.224,100,Yes,1.44669,0,353.252,482.832,1.36682,boost::multiprecision::mpfr_float_backend<64>,3.20567,1.44669,0,1.36682,yes,214.59,224.668,79.8498,No,0.834286,20.1502,1179.47,3.3389
Roots & powers,hypot,f256,hypot,primary,primary,208,boost::multiprecision::mpfr_float_backend<64>,yes,215.138,224.013,100,Yes,212.755,219.839,100,Yes,2.38265,0,177.849,605.08,3.40221,boost::multiprecision::mpfr_float_backend<64>,4.17337,2.38265,0,3.40221,no,-,-,-,-,-,-,-,-
Roots & powers,pow,f256,pow,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,209.113,226.307,98.3779,Yes,206.541,224.645,99.7311,Yes,2.57157,-1.3532,2503.81,3878.33,1.54897,boost::multiprecision::mpfr_float_backend<64>,1.66115,2.57157,-1.3532,1.54897,yes,209.903,226.939,98.5484,No,-0.790273,-0.170515,8310.57,3.31916
Exponentials,exp,f256,exp,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,213.61,231.353,100,Yes,208.98,226.702,100,Yes,4.62958,0,925.899,1462.36,1.57939,boost::multiprecision::mpfr_float_backend<64>,4.65096,4.62958,0,1.57939,yes,214.094,231.168,100,Yes,-0.484321,0,2063.38,2.22851
Exponentials,exp2,f256,exp2,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.99,251.352,100,Yes,208.5,244.85,100,Yes,6.48984,0,780.143,1556.09,1.99462,boost::multiprecision::mpfr_float_backend<64>,6.50281,6.48984,0,1.99462,no,-,-,-,-,-,-,-,-
Exponentials,expm1,f256,expm1,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.502,219.17,100,Yes,209.942,215.533,100,Yes,4.55968,0,915.29,1583.71,1.73029,boost::multiprecision::mpfr_float_backend<64>,3.63665,4.55968,0,1.73029,yes,-0,217.528,79.9094,No,214.502,20.0906,2025.5,2.21296
